C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_55_686.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_55_686.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_55_686.jpg, 0.2019078, 1, 0, 10.54422
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_55_791.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_55_791.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_55_791.jpg, 0, 1, 0, 11.47514
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_55_895.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_55_895.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_55_895.jpg, 0, 1, 0, 12.74
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_55_998.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_55_998.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_55_998.jpg, 0, 1, 0, 13.7748
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_56_106.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_56_106.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_56_106.jpg, 0, 1, 0, 15.02468
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_56_210.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_56_210.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_56_210.jpg, -0.1655625, 1, 0, 16.15945
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_56_317.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_56_317.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_56_317.jpg, -0.1522713, 1, 0, 17.13112
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_56_417.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_56_417.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_56_417.jpg, 0, 1, 0, 18.20128
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_56_518.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_56_518.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_56_518.jpg, 0, 1, 0, 19.20536
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_56_620.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_56_620.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_56_620.jpg, 0, 1, 0, 20.23394
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_56_728.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_56_728.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_56_728.jpg, 0, 1, 0, 21.43839
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_56_828.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_56_828.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_56_828.jpg, 0, 1, 0, 22.43126
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_56_938.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_56_938.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_56_938.jpg, 0, 1, 0, 23.41407
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_57_041.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_57_041.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_57_041.jpg, 0, 1, 0, 24.38707
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_57_142.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_57_142.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_57_142.jpg, 0, 1, 0, 25.54149
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_57_250.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_57_250.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_57_250.jpg, 0, 1, 0, 26.49289
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_57_353.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_57_353.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_57_353.jpg, 0, 1, 0, 27.43472
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_57_457.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_57_457.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_57_457.jpg, -0.2145396, 1, 0, 28.34699
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_57_563.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_57_563.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_57_563.jpg, -0.06554043, 1, 0, 29.40322
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_57_668.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_57_668.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_57_668.jpg, 0, 1, 0, 30.18913
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_57_773.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_57_773.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_57_773.jpg, 0, 1, 0, 30.19023
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_57_876.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_57_876.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_57_876.jpg, 0, 1, 0, 30.19027
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_57_980.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_57_980.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_57_980.jpg, 0, 1, 0, 30.19027
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_58_081.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_58_081.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_58_081.jpg, -0.1192971, 1, 0, 30.18657
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_58_183.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_58_183.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_58_183.jpg, -0.4252761, 1, 0, 30.15125
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_58_288.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_58_288.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_58_288.jpg, -0.2419425, 1, 0, 30.19048
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_58_390.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_58_390.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_58_390.jpg, 0, 1, 0, 30.18618
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_58_494.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_58_494.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_58_494.jpg, 0, 1, 0, 30.18989
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_58_598.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_58_598.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_58_598.jpg, -0.2445621, 1, 0, 30.17948
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_58_704.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_58_704.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_58_704.jpg, 0, 1, 0, 30.18984
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_58_806.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_58_806.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_58_806.jpg, 0, 1, 0, 30.19005
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_58_910.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_58_910.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_58_910.jpg, 0, 1, 0, 30.19032
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_59_010.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_59_010.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_59_010.jpg, 0, 1, 0, 30.1903
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_59_120.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_59_120.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_59_120.jpg, 0, 1, 0, 30.19031
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_59_227.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_59_227.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_59_227.jpg, 0, 1, 0, 30.19029
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_59_330.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_59_330.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_59_330.jpg, 0, 1, 0, 30.19031
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_59_433.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_59_433.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_59_433.jpg, -0.1992093, 1, 0, 30.17976
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_59_534.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_59_534.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_59_534.jpg, -0.07199761, 1, 0, 30.19058
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_59_642.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_59_642.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_59_642.jpg, 0, 1, 0, 30.19009
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_59_755.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_59_755.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_59_755.jpg, 0, 1, 0, 30.19027
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_59_857.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_59_857.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_59_857.jpg, 0, 1, 0, 30.19031
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_08_59_962.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_08_59_962.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_08_59_962.jpg, -0.135291, 1, 0, 30.1853
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_00_067.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_00_067.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_00_067.jpg, -0.3085635, 1, 0, 30.17155
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_00_177.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_00_177.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_00_177.jpg, -0.01201862, 1, 0, 30.18932
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_00_279.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_00_279.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_00_279.jpg, 0, 1, 0, 30.18987
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_00_390.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_00_390.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_00_390.jpg, -0.2882772, 1, 0, 30.17496
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_00_499.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_00_499.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_00_499.jpg, 0, 1, 0, 30.18935
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_00_602.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_00_602.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_00_602.jpg, 0, 1, 0, 30.18958
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_00_713.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_00_713.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_00_713.jpg, 0, 1, 0, 30.1903
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_00_825.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_00_825.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_00_825.jpg, 0, 1, 0, 30.19002
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_00_926.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_00_926.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_00_926.jpg, 0, 1, 0, 30.19031
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_01_030.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_01_030.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_01_030.jpg, 0, 1, 0, 30.1903
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_01_143.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_01_143.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_01_143.jpg, -0.1661409, 1, 0, 30.18291
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_01_247.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_01_247.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_01_247.jpg, -0.1616201, 1, 0, 30.18927
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_01_359.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_01_359.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_01_359.jpg, 0, 1, 0, 30.18962
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_01_463.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_01_463.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_01_463.jpg, 0, 1, 0, 30.19025
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_01_578.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_01_578.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_01_578.jpg, 0, 1, 0, 30.19031
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_01_679.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_01_679.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_01_679.jpg, 0, 1, 0, 30.18977
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_01_781.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_01_781.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_01_781.jpg, 0, 1, 0, 30.19032
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_01_884.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_01_884.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_01_884.jpg, 0, 1, 0, 30.18986
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_01_994.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_01_994.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_01_994.jpg, 0, 1, 0, 30.19031
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_02_102.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_02_102.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_02_102.jpg, 0, 1, 0, 30.19027
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_02_210.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_02_210.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_02_210.jpg, 0, 1, 0, 30.19029
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_02_322.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_02_322.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_02_322.jpg, 0, 1, 0, 30.1903
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_02_429.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_02_429.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_02_429.jpg, -0.2413785, 1, 0, 30.17409
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_02_530.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_02_530.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_02_530.jpg, -0.0826146, 1, 0, 30.19079
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_02_634.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_02_634.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_02_634.jpg, 0, 1, 0, 30.18983
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_02_739.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_02_739.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_02_739.jpg, 0, 1, 0, 30.19022
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_02_840.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_02_840.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_02_840.jpg, 0, 1, 0, 30.19029
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_02_948.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_02_948.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_02_948.jpg, 0, 1, 0, 30.19029
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_03_062.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_03_062.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_03_062.jpg, 0, 1, 0, 30.19031
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_03_173.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_03_173.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_03_173.jpg, 0, 1, 0, 30.19031
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_03_277.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_03_277.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_03_277.jpg, -0.041187, 1, 0, 30.1899
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_03_380.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_03_380.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_03_380.jpg, -0.1117362, 1, 0, 30.1891
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_03_483.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_03_483.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_03_483.jpg, 0, 1, 0, 30.19013
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_03_593.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_03_593.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_03_593.jpg, 0, 1, 0, 30.19027
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_03_705.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_03_705.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_03_705.jpg, 0, 1, 0, 30.1903
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_03_816.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_03_816.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_03_816.jpg, 0, 1, 0, 30.19029
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_03_918.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_03_918.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_03_918.jpg, -0.0375081, 1, 0, 30.19
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_04_025.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_04_025.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_04_025.jpg, -0.2502642, 1, 0, 30.17739
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_04_134.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_04_134.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_04_134.jpg, 0, 1, 0, 30.18848
C:\Users\berry\Documents\1234123412341234\IMG\center_2024_11_02_08_09_04_240.jpg, C:\Users\berry\Documents\1234123412341234\IMG\left_2024_11_02_08_09_04_240.jpg, C:\Users\berry\Documents\1234123412341234\IMG\right_2024_11_02_08_09_04_240.jpg, 0, 1, 0, 30.19011
